Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_rodent,Contact avec des rongeurs,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du contact avec des rongeurs (par exemple, rats, souris, écureuils) au cours des 14 derniers jours.",Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_rodent_type,Type de rongeurs,"1, rats | 2, Souris | 3, les écureuils",Il s'agit d'un contact avec des rats survenu au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_rodent_cttype,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animal malade ou mort | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les habitations d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte). ",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_pets,Contact avec des animaux de compagnie,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des animaux domestiques (à l'exception des rongeurs) au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_pets_type,Type d'animaux,"1, chats | 2, chiens",Il s'agit de contacts avec des chats survenus au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_pets_cttype,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animaux malades ou morts | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les abris d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte).",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_wildlife,Contact avec des animaux sauvages,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des animaux considérés comme sauvages ou féraux ou non adaptés à un usage domestique au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_wildelife_type,Type de faune,"1, Chauves-souris |88, Autre",Il s'agit de contacts avec des chauves-souris survenus au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_wildelife_oth,Préciser un autre type d'animaux sauvages,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_wildlife_cttype,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animaux malades ou morts | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager un espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les habitats d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte).",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_unpasteur,Contact avec ou consommation de lait non pasteurisé ou de produits laitiers crus,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec ou de la consommation de lait ou de produits laitiers non pasteurisés au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_visitzoo,"Visite d'un marché d'animaux vivants, d'une ferme ou d'un zoo","1, Oui | 0, Non | 99, Inconnu","Il s'agit de la visite d'un marché d'animaux vivants, d'une ferme ou d'un zoo au cours des 14 derniers jours.",Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_animalsurg,Participation à une opération chirurgicale ou à une autopsie sur un animal,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la participation à une opération chirurgicale ou à une autopsie sur un animal au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_bite,"Toute piqûre d'insecte ou d'arthropode (par exemple moustiques, tiques)","1, oui | 0, Non | 99, Inconnu",,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_other,Autre contact avec des animaux non mentionné ci-dessus,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de tout autre contact avec des animaux, non mentionné ci-dessus, au cours des 14 derniers jours.",Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_other_spec,Précisez les contacts avec des animaux non mentionnés ci-dessus,,"Il s'agit de tout autre contact avec des animaux, non mentionné ci-dessus, au cours des 14 derniers jours.","Si « Oui », précisez tout autre contact avec des animaux au cours des 14 derniers jours."
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_other_cttype,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animal malade ou mort | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les abris d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte).",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_house,Un membre du foyer s'est-il senti mal au cours des deux semaines précédant l'admission du cas ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de tout membre du foyer du cas suspect/confirmé qui était malade au cours des deux semaines précédant l'admission du cas. ,Indiquez « Oui » si un membre du foyer du cas suspect/confirmé était malade au cours des deux semaines précédant l'admission du cas.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_house_sys,Quel(s) système(s) est (sont) affecté(s) ? (cochez toutes les cases qui s'appliquent),"1, Respiratoire | 2, Gastro-intestinal | 3, Cardiovasculaire | 4, Système nerveux central | 5, Système nerveux périphérique | 6, Muco-cutané | 7, Oculaire | 99, Inconnu | 88, Autre",Il s'agit du ou des systèmes corporels des membres de la famille malades qui ont été affectés pendant la maladie.,Sélectionnez tous les systèmes qui ont été affectés.
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_house_sys_oth,Précisez les autres systèmes affectés,,Il s'agit du ou des systèmes corporels des membres de la famille malades qui ont été affectés pendant la maladie.,"Si « Autre », précisez le ou les systèmes affectés."
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_housecon,Des membres du foyer ont-ils été en contact avec un cas confirmé de la même infection ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de tout membre de la famille ayant eu un contact quelconque avec un cas confirmé de l'agent pathogène concerné.,Indiquez « Oui » si un ou plusieurs membres du foyer ont été en contact avec un cas confirmé de l'agent pathogène concerné. 
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ferm,Consommation d'aliments/boissons fermentés ou préparés traditionnellement localement,"1, oui | 0, Non | 99, Inconnu",,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_swim,"Le patient a nagé ou s'est baigné dans des piscines, des étangs ou des rivières","1, oui | 0, Non | 99, Inconnu",,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_floodwater,"Exposition aux eaux de crue, aux plans d’eau stagnants ou à l’eau contaminée","1, oui | 0, Non | 99, Inconnu",,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_closeliving,Vit à proximité,"1, oui | 0, Non | 99, Inconnu",,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_cns,Comorbidités neurologiques,,Il s'agit des comorbidités liées au système nerveux.,
